"","","","","","Issue Date","","","","","","","","","","","Violation","","","","","","","","","","","Location","","","","","",""
"","","HK200314956","","","10/05/2018  09:10:51 AM","","","","","","","","","","","PARKED STRADDLING LINES*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200314957","","","10/05/2018  09:10:27 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200314958","","","10/05/2018  09:10:43 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200314959","","","10/05/2018  09:10:28 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200314960","","","10/05/2018  09:10:47 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200314961","","","10/05/2018  09:10:51 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200314962","","","10/05/2018  09:10:37 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200314963","","","10/05/2018  09:10:25 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200314964","","","10/05/2018  10:10:35 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200314965","","","10/05/2018  10:10:45 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200314966","","","10/05/2018  10:10:38 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200314967","","","10/05/2018  10:10:36 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200314968","","","10/05/2018  10:10:20 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Hoch A","","","","","",""
"","","HK200314969","","","10/05/2018  10:10:58 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Hoch A","","","","","",""
"","","HK200314970","","","10/05/2018  10:10:07 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Hoch A","","","","","",""
"","","HK200314971","","","10/05/2018  10:10:23 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Hoch A","","","","","",""
"","","HK200314972","","","10/05/2018  10:10:30 AM","","","","","","","","","","","NO FACULTY/STAFF PERMIT*","","","","","","","","","","","Hoch A","","","","","",""
"","","HK200314973","","","10/05/2018  11:10:35 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Flint Entrance","","","","","",""
"","","HK200314974","","","10/05/2018  11:10:38 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Flint Entrance","","","","","",""
"","","HK200314975","","","10/05/2018  11:10:18 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Park Lot","","","","","",""
"","","HK200314976","","","10/05/2018  11:10:41 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Park Lot","","","","","",""
"","","HK200314977","","","10/05/2018  11:10:31 AM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Park Lot","","","","","",""
"","","HK200314978","","","10/05/2018  11:10:06 AM","","","","","","","","","","","NO CLINIC PERMIT*","","","","","","","","","","","Park Lot","","","","","",""
"","","HK200314979","","","10/05/2018  11:10:00 AM","","","","","","","","","","","NO CLINIC PERMIT*","","","","","","","","","","","Park Lot","","","","","",""
"","","HK200314980","","","10/05/2018  11:10:09 AM","","","","","","","","","","","NO CLINIC PERMIT*","","","","","","","","","","","Park Lot","","","","","",""
"","","HK200314981","","","10/05/2018  12:10:13 PM","","","","","","","","","","","NO HADLEY VILLAGE PERMIT*","","","","","","","","","","","Hadley Village","","","","","",""
"","","HK200314982","","","10/05/2018  12:10:04 PM","","","","","","","","","","","NO HADLEY VILLAGE PERMIT*","","","","","","","","","","","Hadley Village","","","","","",""
"","","HK200314983","","","10/05/2018  12:10:56 PM","","","","","","","","","","","NO HADLEY VILLAGE PERMIT*","","","","","","","","","","","Hadley Village","","","","","",""
"","","HK200314984","","","10/05/2018  12:10:02 PM","","","","","","","","","","","NO HADLEY VILLAGE PERMIT*","","","","","","","","","","","Hadley Village","","","","","",""
"","","HK200314985","","","10/05/2018  12:10:20 PM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Cooke B","","","","","",""
"","","HK200314986","","","10/05/2018  12:10:31 PM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Cooke B","","","","","",""
"","","HK200314987","","","10/05/2018  13:10:00 PM","","","","","","","","","","","PARKED OUTSIDE DESIGNATED SPACE*","","","","","","","","","","","Cooke B","","","","","",""
"","","HK200314988","","","10/05/2018  13:10:29 PM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Cooke B","","","","","",""
"","","HK200314989","","","10/05/2018  13:10:02 PM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Cooke B","","","","","",""
"","","HK200314990","","","10/05/2018  13:10:46 PM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Cooke A","","","","","",""
"","","HK200314991","","","10/05/2018  13:10:32 PM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Cooke A","","","","","",""
"","","HK200314992","","","10/05/2018  13:10:14 PM","","","","","","","","","","","HANDICAP AREA*","","","","","","","","","","","Hoch A","","","","","",""
"","","HK200314993","","","10/05/2018  13:10:14 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200314994","","","10/05/2018  13:10:29 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200314995","","","10/05/2018  13:10:18 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200314996","","","10/05/2018  13:10:44 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200314997","","","10/05/2018  14:10:12 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200314998","","","10/05/2018  14:10:18 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200314999","","","10/05/2018  14:10:19 PM","","","","","","","","","","","PARKED OUTSIDE DESIGNATED SPACE*","","","","","","","","","","","Hoch B","","","","","",""
"","","HK200315000","","","10/05/2018  14:10:50 PM","","","","","","","","","","","EXPIRED METER*","","","","","","","","","","","Park Lot","","","","","",""
"","","HK200315001","","","10/05/2018  14:10:38 PM","","","","","","","","","","","NO CLINIC PERMIT*","","","","","","","","","","","Park Lot","","","","","",""
"","","HK200315002","","","10/08/2018  08:10:04 AM","","","","","","","","","","","RESTRICTED ZONE*","","","","","","","","","","","Richmond B","","","","","",""
"","","HK200315003","","","10/08/2018  08:10:09 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Richmond B","","","","","",""
"","","HK200315004","","","10/08/2018  08:10:58 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Richmond B","","","","","",""
"","","HK200315005","","","10/08/2018  08:10:04 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Richmond B","","","","","",""
"","","HK200315006","","","10/08/2018  08:10:19 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Richmond B","","","","","",""
"","","HK200315007","","","10/08/2018  08:10:17 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Richmond B","","","","","",""
"","","HK200315008","","","10/08/2018  08:10:13 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Richmond B","","","","","",""
"","","HK200315009","","","10/08/2018  08:10:06 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Richmond B","","","","","",""
"","","HK200315010","","","10/08/2018  09:10:28 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Richmond B","","","","","",""
"","","HK200315011","","","10/08/2018  09:10:38 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Richmond B","","","","","",""
"","","HK200315012","","","10/08/2018  09:10:53 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Richmond B","","","","","",""
"","","HK200315013","","","10/08/2018  09:10:40 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Richmond B","","","","","",""
"","","HK200315014","","","10/08/2018  09:10:37 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Richmond B","","","","","",""
"","","HK200315015","","","10/08/2018  09:10:34 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Richmond B","","","","","",""
"","","HK200315016","","","10/08/2018  09:10:58 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Richmond B","","","","","",""
"","","HK200315017","","","10/08/2018  09:10:25 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Richmond B","","","","","",""
"","","HK200315018","","","10/08/2018  09:10:58 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Richmond B","","","","","",""
"","","HK200315019","","","10/08/2018  09:10:35 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Richmond A","","","","","",""
"","","HK200315020","","","10/08/2018  09:10:12 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Richmond A","","","","","",""
"","","HK200315021","","","10/08/2018  09:10:08 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Moody Terrace Srv Road","","","","","",""
"","","HK200315022","","","10/08/2018  09:10:23 AM","","","","","","","","","","","RESTRICTED ZONE - SERVICE SPACE*","","","","","","","","","","","Moody Terrace Srv Road","","","","","",""
"","","HK200315023","","","10/08/2018  09:10:20 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Richmond A","","","","","",""
"","","HK200315024","","","10/08/2018  09:10:39 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Spaulding","","","","","",""
"","","HK200315025","","","10/08/2018  09:10:32 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Spaulding","","","","","",""
"","","HK200315026","","","10/08/2018  09:10:08 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Spaulding","","","","","",""
"","","HK200315027","","","10/08/2018  09:10:14 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Spaulding","","","","","",""
"","","HK200315028","","","10/08/2018  09:10:19 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Spaulding","","","","","",""
"","","HK200315029","","","10/08/2018  09:10:13 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Spaulding","","","","","",""
"","","HK200315030","","","10/08/2018  09:10:08 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Spaulding","","","","","",""
"","","HK200315031","","","10/08/2018  09:10:57 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Spaulding","","","","","",""
"","","HK200315032","","","10/08/2018  09:10:50 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Spaulding","","","","","",""
"","","HK200315033","","","10/08/2018  10:10:50 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Spaulding","","","","","",""
"","","HK200315034","","","10/08/2018  10:10:54 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Spaulding","","","","","",""
"","","HK200315035","","","10/08/2018  10:10:58 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Spaulding","","","","","",""
"","","HK200315036","","","10/08/2018  10:10:30 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Spaulding","","","","","",""
"","","HK200315037","","","10/08/2018  10:10:45 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Spaulding","","","","","",""
"","","HK200315038","","","10/08/2018  10:10:59 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Spaulding","","","","","",""
"","","HK200315039","","","10/08/2018  10:10:02 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Jarvis A","","","","","",""
"","","HK200315040","","","10/08/2018  10:10:38 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Jarvis A","","","","","",""
"","","HK200315041","","","10/08/2018  10:10:07 AM","","","","","","","","","","","EXPIRED PERMIT*","","","","","","","","","","","Jarvis A","","","","","",""
"","","HK200315042","","","10/08/2018  10:10:20 AM","","","","","","","","","","","PARKED OUTSIDE DESIGNATED SPACE*","","","","","","","","","","","Jarvis A","","","","","",""
"","","HK200315043","","","10/08/2018  10:10:49 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Jarvis A","","","","","",""
"","","HK200315044","","","10/08/2018  10:10:16 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Jarvis B","","","","","",""
"","","HK200315045","","","10/08/2018  10:10:57 AM","","","","","","","","","","","NO VALID PERMIT*","","","","","","","","","","","Jarvis B","","","","","",""
